Province/State,lat,lng,Country/Region,Last Update,Confirmed,Deaths,Recovered
Stockholm,59.3293235,18.0685808,Sweden,10,1,0,0
Massachusetts,42.4072107,-71.3824374,US,10,1,0,0
California,36.778261,-119.4179324,US,10,1,0,0
Wisconsin,43.7844397,-88.7878678,US,14,1,0,0
California,36.778261,-119.4179324,US,10,1,0,0
Texas,31.9685988,-99.9018131,US,22,1,0,0
Washington,47.7510741,-120.7401385,US,18,1,0,1
Arizona,34.0489281,-111.0937311,US,10,1,0,0
Guangdong,23.3790333,113.7632828,China,24,1294,2,410
Henan,34.2904302,113.3823545,China,24,1212,13,391
Zhejiang,29.1416432,119.7889248,China,24,1162,0,428
Hunan,27.6252995,111.8568586,China,24,1001,2,425
Anhui,30.6006773,117.9249002,China,24,950,6,221
Jiangxi,27.0874564,114.9042208,China,24,913,1,210
Jiangsu,33.1401715,119.7889248,China,24,604,0,186
Chongqing,29.4315861,106.912251,China,24,544,5,184
Shandong,35.8939566,117.9249002,China,24,532,2,156
Sichuan,30.2638032,102.8054753,China,24,470,1,119
Heilongjiang,47.1216472,128.738231,China,24,425,11,68
Beijing,39.9041999,116.4073963,China,24,375,4,98
Shanghai,31.230416,121.473701,China,24,326,1,124
Hebei,37.8956594,114.9042208,China,24,291,3,101
Fujian,26.4836842,117.9249002,China,24,285,0,71
Guangxi,23.7247599,108.8076195,China,24,235,2,44
Shaanxi,35.3939908,109.1880047,China,24,232,0,60
Yunnan,24.4752847,101.3431058,China,24,168,0,42
Hainan,19.5663947,109.949686,China,24,162,4,39
Guizhou,26.8429645,107.2902839,China,24,143,1,41
Shanxi,37.2425649,111.8568586,China,24,128,0,46
Tianjin,39.3433574,117.3616476,China,24,122,3,37
Liaoning,41.9436543,122.5290376,China,24,119,1,31
Gansu,35.7518326,104.2861116,China,24,90,2,49
Jilin,43.837883,126.549572,China,24,88,1,26
Singapore,1.352083,103.819836,Singapore,24,72,0,18
Ningxia,37.198731,106.1580937,China,24,70,0,33
Xinjiang,42.5246357,87.5395855,China,24,70,1,10
Inner Mongolia,43.37822,115.0594815,China,24,68,0,7
Hong Kong,22.3193039,114.1693611,Hong Kong,23,56,1,1
Tokyo,35.6803997,139.7690174,Japan,24,43,1,12
Bangkok,13.7563309,100.5017651,Thailand,22,33,0,12
Seoul,37.566535,126.9779692,South Korea,24,28,0,9
Kuala Lumpur,3.139003,101.686855,Malaysia,24,22,0,7
Qinghai,35.744798,96.4077358,China,24,18,0,13
Taiwan,23.69781,120.960515,Taiwan,24,18,0,2
Berlin,52.5200066,13.404954,Germany,22,16,0,1
Ho Chi Minh City,10.8230989,106.6296638,Vietnam,22,16,0,7
Paris,48.856614,2.3522219,France,24,12,1,4
Macau,22.198745,113.543873,Macau,22,10,0,3
Manchester,53.4807593,-2.2426305,UK,21,9,0,1
Dubai,25.2048493,55.2707828,United Arab Emirates,24,8,0,3
Queensland,-20.9175738,142.7027956,Australia,18,5,0,0
New South Wales,-31.2532183,146.921099,Australia,22,4,0,4
Victoria,28.8052674,-97.0035982,Australia,22,4,0,4
British Columbia,53.7266683,-127.6476205,Canada,16,4,0,0
Mumbai,19.0759837,72.8776559,India,22,3,0,0
Rome,41.9027835,12.4963655,Italy,16,3,0,0
Quezon City,14.6760413,121.0437003,Philippines,21,3,1,1
South Australia,-30.0002315,136.2091547,Australia,11,2,0,0
Ontario,51.253775,-85.323214,Canada,13,2,0,0
Moscow,55.755826,37.6172999,Russia,21,2,0,2
Madrid,40.4167754,-3.7037902,Spain,24,2,0,2
Illinois,40.6331249,-89.3985283,US,18,2,0,2
California,36.778261,-119.4179324,US,12,2,0,0
California,36.778261,-119.4179324,US,22,2,0,0
California,36.778261,-119.4179324,US,12,2,0,0
Brussels,50.8503463,4.3517211,Belgium,13,1,0,0
Phnom Penh,11.5563738,104.9282099,Cambodia,21,1,0,1
Ontario,51.253775,-85.323214,Canada,21,1,0,1
Cairo,30.0444196,31.2357116,Egypt,23,1,0,0
Helsinki,60.1698557,24.9383791,Finland,21,1,0,1
Tibet,30.1533605,88.7878678,China,21,1,0,1
Kathmandu,27.7172453,85.3239605,Nepal,21,1,0,1
Colombo,6.9270786,79.861243,Sri Lanka,17,1,0,1
Stockholm,59.3293235,18.0685808,Sweden,10,1,0,0
Massachusetts,42.4072107,-71.3824374,US,10,1,0,0
California,36.778261,-119.4179324,US,10,1,0,0
Wisconsin,43.7844397,-88.7878678,US,14,1,0,0
California,36.778261,-119.4179324,US,10,1,0,0
Texas,31.9685988,-99.9018131,US,22,1,0,0
Washington,47.7510741,-120.7401385,US,18,1,0,1
Arizona,34.0489281,-111.0937311,US,10,1,0,0
Guangdong,23.3790333,113.7632828,China,25,1316,2,465
Henan,34.2904302,113.3823545,China,25,1231,13,440
Zhejiang,29.1416432,119.7889248,China,25,1167,0,456
Hunan,27.6252995,111.8568586,China,25,1004,3,464
Anhui,30.6006773,117.9249002,China,25,962,6,255
Jiangxi,27.0874564,114.9042208,China,25,925,1,240
Jiangsu,33.1401715,119.7889248,China,25,617,0,218
Chongqing,29.4315861,106.912251,China,25,551,5,207
Shandong,35.8939566,117.9249002,China,25,537,2,173
Sichuan,30.2638032,102.8054753,China,25,481,3,131
Heilongjiang,47.1216472,128.738231,China,25,445,11,79
Beijing,39.9041999,116.4073963,China,25,380,4,108
Shanghai,31.230416,121.473701,China,25,328,1,140
Hebei,37.8956594,114.9042208,China,25,300,3,105
Fujian,26.4836842,117.9249002,China,25,287,0,82
Guangxi,23.7247599,108.8076195,China,25,237,2,49
Shaanxi,35.3939908,109.1880047,China,25,236,0,71
Yunnan,24.4752847,101.3431058,China,25,171,0,42
Hainan,19.5663947,109.949686,China,25,162,4,52
Guizhou,26.8429645,107.2902839,China,25,144,1,46
Shanxi,37.2425649,111.8568586,China,25,129,0,50
Tianjin,39.3433574,117.3616476,China,25,124,3,45
Liaoning,41.9436543,122.5290376,China,25,121,1,40
Gansu,35.7518326,104.2861116,China,25,90,2,54
Jilin,43.837883,126.549572,China,25,89,1,30
Singapore,1.352083,103.819836,Singapore,25,75,0,18
Xinjiang,42.5246357,87.5395855,China,25,71,1,12
Inner Mongolia,43.37822,115.0594815,China,25,70,0,8
Ningxia,37.198731,106.1580937,China,24,70,0,33
Tokyo,35.6803997,139.7690174,Japan,25,59,1,12
Hong Kong,22.3193039,114.1693611,Hong Kong,25,57,1,2
Bangkok,13.7563309,100.5017651,Thailand,25,34,0,14
Seoul,37.566535,126.9779692,South Korea,25,29,0,9
Kuala Lumpur,3.139003,101.686855,Malaysia,24,22,0,7
Taiwan,23.69781,120.960515,Taiwan,25,20,1,2
Qinghai,35.744798,96.4077358,China,24,18,0,13
Berlin,52.5200066,13.404954,Germany,22,16,0,1
Ho Chi Minh City,10.8230989,106.6296638,Vietnam,22,16,0,7
Paris,48.856614,2.3522219,France,24,12,1,4
Macau,22.198745,113.543873,Macau,25,10,0,5
Manchester,53.4807593,-2.2426305,UK,25,9,0,8
Dubai,25.2048493,55.2707828,United Arab Emirates,25,9,0,4
Queensland,-20.9175738,142.7027956,Australia,18,5,0,0
New South Wales,-31.2532183,146.921099,Australia,22,4,0,4
Victoria,28.8052674,-97.0035982,Australia,22,4,0,4
British Columbia,53.7266683,-127.6476205,Canada,16,4,0,0
Mumbai,19.0759837,72.8776559,India,25,3,0,3
Rome,41.9027835,12.4963655,Italy,16,3,0,0
Quezon City,14.6760413,121.0437003,Philippines,21,3,1,1
South Australia,-30.0002315,136.2091547,Australia,11,2,0,0
Ontario,51.253775,-85.323214,Canada,13,2,0,0
Moscow,55.755826,37.6172999,Russia,21,2,0,2
Madrid,40.4167754,-3.7037902,Spain,24,2,0,2
Illinois,40.6331249,-89.3985283,US,18,2,0,2
California,36.778261,-119.4179324,US,12,2,0,0
California,36.778261,-119.4179324,US,22,2,0,0
California,36.778261,-119.4179324,US,12,2,0,0
Brussels,50.8503463,4.3517211,Belgium,13,1,0,0
Phnom Penh,11.5563738,104.9282099,Cambodia,21,1,0,1
Ontario,51.253775,-85.323214,Canada,21,1,0,1
Cairo,30.0444196,31.2357116,Egypt,23,1,0,0
Helsinki,60.1698557,24.9383791,Finland,21,1,0,1
Tibet,30.1533605,88.7878678,China,21,1,0,1
Kathmandu,27.7172453,85.3239605,Nepal,21,1,0,1
Colombo,6.9270786,79.861243,Sri Lanka,17,1,0,1
Stockholm,59.3293235,18.0685808,Sweden,10,1,0,0
Massachusetts,42.4072107,-71.3824374,US,10,1,0,0
California,36.778261,-119.4179324,US,10,1,0,0
Wisconsin,43.7844397,-88.7878678,US,14,1,0,0
California,36.778261,-119.4179324,US,10,1,0,0
Texas,31.9685988,-99.9018131,US,22,1,0,0
Washington,47.7510741,-120.7401385,US,18,1,0,1
Arizona,34.0489281,-111.0937311,US,10,1,0,0
Guangdong,23.3790333,113.7632828,China,26,1322,4,524
Henan,34.2904302,113.3823545,China,26,1246,16,509
Zhejiang,29.1416432,119.7889248,China,26,1171,0,507
Hunan,27.6252995,111.8568586,China,26,1006,3,498
Anhui,30.6006773,117.9249002,China,26,973,6,280
Jiangxi,27.0874564,114.9042208,China,26,930,1,275
Jiangsu,33.1401715,119.7889248,China,26,626,0,258
Chongqing,29.4315861,106.912251,China,26,553,5,225
Shandong,35.8939566,117.9249002,China,26,541,2,191
Sichuan,30.2638032,102.8054753,China,26,495,3,156
Heilongjiang,47.1216472,128.738231,China,26,457,11,85
Beijing,39.9041999,116.4073963,China,26,381,4,114
Shanghai,31.230416,121.473701,China,26,333,1,161
Hebei,37.8956594,114.9042208,China,26,301,3,122
Fujian,26.4836842,117.9249002,China,26,290,0,90
Shaanxi,35.3939908,109.1880047,China,26,240,0,79
Guangxi,23.7247599,108.8076195,China,26,238,2,53
Yunnan,24.4752847,101.3431058,China,26,171,0,47
Hainan,19.5663947,109.949686,China,26,163,4,59
Guizhou,26.8429645,107.2902839,China,26,146,1,57
Shanxi,37.2425649,111.8568586,China,26,130,0,53
Tianjin,39.3433574,117.3616476,China,26,125,3,46
Liaoning,41.9436543,122.5290376,China,26,121,1,43
Gansu,35.7518326,104.2861116,China,26,91,2,58
Jilin,43.837883,126.549572,China,26,89,1,34
Singapore,1.352083,103.819836,Singapore,26,77,0,24
Xinjiang,42.5246357,87.5395855,China,26,75,1,12
Inner Mongolia,43.37822,115.0594815,China,26,72,0,8
Ningxia,37.198731,106.1580937,China,26,70,0,35
Tokyo,35.6803997,139.7690174,Japan,26,66,1,12
Hong Kong,22.3193039,114.1693611,Hong Kong,26,60,1,2
Bangkok,13.7563309,100.5017651,Thailand,26,35,0,15
Seoul,37.566535,126.9779692,South Korea,26,30,0,10
Kuala Lumpur,3.139003,101.686855,Malaysia,24,22,0,7
Taiwan,23.69781,120.960515,Taiwan,26,22,1,2
Qinghai,35.744798,96.4077358,China,24,18,0,13
Berlin,52.5200066,13.404954,Germany,22,16,0,1
Ho Chi Minh City,10.8230989,106.6296638,Vietnam,22,16,0,7
Paris,48.856614,2.3522219,France,24,12,1,4
Macau,22.198745,113.543873,Macau,25,10,0,5
Manchester,53.4807593,-2.2426305,UK,25,9,0,8
Dubai,25.2048493,55.2707828,United Arab Emirates,25,9,0,4
Queensland,-20.9175738,142.7027956,Australia,18,5,0,0
British Columbia,53.7266683,-127.6476205,Canada,26,5,0,0
New South Wales,-31.2532183,146.921099,Australia,22,4,0,4
Victoria,28.8052674,-97.0035982,Australia,22,4,0,4
Mumbai,19.0759837,72.8776559,India,25,3,0,3
Rome,41.9027835,12.4963655,Italy,16,3,0,0
Quezon City,14.6760413,121.0437003,Philippines,21,3,1,1
South Australia,-30.0002315,136.2091547,Australia,26,2,0,2
Ontario,51.253775,-85.323214,Canada,13,2,0,0
Moscow,55.755826,37.6172999,Russia,21,2,0,2
Madrid,40.4167754,-3.7037902,Spain,24,2,0,2
Illinois,40.6331249,-89.3985283,US,18,2,0,2
California,36.778261,-119.4179324,US,12,2,0,0
California,36.778261,-119.4179324,US,22,2,0,0
California,36.778261,-119.4179324,US,12,2,0,0
Brussels,50.8503463,4.3517211,Belgium,26,1,0,1
Phnom Penh,11.5563738,104.9282099,Cambodia,21,1,0,1
Ontario,51.253775,-85.323214,Canada,21,1,0,1
Cairo,30.0444196,31.2357116,Egypt,23,1,0,0
Helsinki,60.1698557,24.9383791,Finland,21,1,0,1
Tibet,30.1533605,88.7878678,China,21,1,0,1
Kathmandu,27.7172453,85.3239605,Nepal,21,1,0,1
Colombo,6.9270786,79.861243,Sri Lanka,17,1,0,1
Stockholm,59.3293235,18.0685808,Sweden,10,1,0,0
Massachusetts,42.4072107,-71.3824374,US,10,1,0,0
California,36.778261,-119.4179324,US,10,1,0,0
Wisconsin,43.7844397,-88.7878678,US,14,1,0,0
California,36.778261,-119.4179324,US,10,1,0,0
Texas,31.9685988,-99.9018131,US,22,1,0,0
Washington,47.7510741,-120.7401385,US,18,1,0,1
Arizona,34.0489281,-111.0937311,US,10,1,0,0
Guangdong,23.3790333,113.7632828,China,27,1328,4,565
Henan,34.2904302,113.3823545,China,27,1257,19,522
Zhejiang,29.1416432,119.7889248,China,27,1172,0,535
Hunan,27.6252995,111.8568586,China,27,1007,4,527
Anhui,30.6006773,117.9249002,China,27,982,6,361
Jiangxi,27.0874564,114.9042208,China,27,933,1,310
Jiangsu,33.1401715,119.7889248,China,27,629,0,280
Chongqing,29.4315861,106.912251,China,27,555,5,254
Shandong,35.8939566,117.9249002,China,27,543,3,211
Sichuan,30.2638032,102.8054753,China,27,508,3,169
Heilongjiang,47.1216472,128.738231,China,27,464,11,111
Beijing,39.9041999,116.4073963,China,27,387,4,122
Shanghai,31.230416,121.473701,China,27,333,1,177
Hebei,37.8956594,114.9042208,China,27,306,4,136
Fujian,26.4836842,117.9249002,China,27,292,0,93
Guangxi,23.7247599,108.8076195,China,27,242,2,69
Shaanxi,35.3939908,109.1880047,China,27,240,0,89
Yunnan,24.4752847,101.3431058,China,27,172,0,57
Hainan,19.5663947,109.949686,China,27,163,4,79
Guizhou,26.8429645,107.2902839,China,27,146,2,66
Shanxi,37.2425649,111.8568586,China,27,131,0,61
Tianjin,39.3433574,117.3616476,China,27,128,3,48
Liaoning,41.9436543,122.5290376,China,27,121,1,53
Gansu,35.7518326,104.2861116,China,27,91,2,62
Jilin,43.837883,126.549572,China,27,89,1,36
Singapore,1.352083,103.819836,Singapore,27,81,0,29
Xinjiang,42.5246357,87.5395855,China,27,76,1,12
Tokyo,35.6803997,139.7690174,Japan,27,74,1,13
Inner Mongolia,43.37822,115.0594815,China,27,73,0,8
Ningxia,37.198731,106.1580937,China,27,70,0,42
Hong Kong,22.3193039,114.1693611,Hong Kong,27,62,1,2
Bangkok,13.7563309,100.5017651,Thailand,26,35,0,15
Seoul,37.566535,126.9779692,South Korea,27,31,0,12
Kuala Lumpur,3.139003,101.686855,Malaysia,27,22,0,13
Taiwan,23.69781,120.960515,Taiwan,26,22,1,2
Qinghai,35.744798,96.4077358,China,27,18,0,15
Berlin,52.5200066,13.404954,Germany,27,16,0,12
Ho Chi Minh City,10.8230989,106.6296638,Vietnam,22,16,0,7
Paris,48.856614,2.3522219,France,24,12,1,4
Macau,22.198745,113.543873,Macau,25,10,0,5
Manchester,53.4807593,-2.2426305,UK,25,9,0,8
Dubai,25.2048493,55.2707828,United Arab Emirates,25,9,0,4
Queensland,-20.9175738,142.7027956,Australia,18,5,0,0
British Columbia,53.7266683,-127.6476205,Canada,26,5,0,0
New South Wales,-31.2532183,146.921099,Australia,22,4,0,4
Victoria,28.8052674,-97.0035982,Australia,22,4,0,4
Mumbai,19.0759837,72.8776559,India,25,3,0,3
Rome,41.9027835,12.4963655,Italy,16,3,0,0
Quezon City,14.6760413,121.0437003,Philippines,21,3,1,1
South Australia,-30.0002315,136.2091547,Australia,26,2,0,2
Ontario,51.253775,-85.323214,Canada,13,2,0,0
Moscow,55.755826,37.6172999,Russia,21,2,0,2
Madrid,40.4167754,-3.7037902,Spain,24,2,0,2
Illinois,40.6331249,-89.3985283,US,18,2,0,2
California,36.778261,-119.4179324,US,12,2,0,0
California,36.778261,-119.4179324,US,22,2,0,0
California,36.778261,-119.4179324,US,12,2,0,0
Brussels,50.8503463,4.3517211,Belgium,26,1,0,1
Phnom Penh,11.5563738,104.9282099,Cambodia,21,1,0,1
Ontario,51.253775,-85.323214,Canada,21,1,0,1
Cairo,30.0444196,31.2357116,Egypt,23,1,0,0
Helsinki,60.1698557,24.9383791,Finland,21,1,0,1
Tibet,30.1533605,88.7878678,China,21,1,0,1
Kathmandu,27.7172453,85.3239605,Nepal,21,1,0,1
Colombo,6.9270786,79.861243,Sri Lanka,17,1,0,1
Stockholm,59.3293235,18.0685808,Sweden,10,1,0,0
Massachusetts,42.4072107,-71.3824374,US,10,1,0,0
California,36.778261,-119.4179324,US,10,1,0,0
Wisconsin,43.7844397,-88.7878678,US,14,1,0,0
California,36.778261,-119.4179324,US,10,1,0,0
Texas,31.9685988,-99.9018131,US,22,1,0,0
Washington,47.7510741,-120.7401385,US,18,1,0,1
Arizona,34.0489281,-111.0937311,US,10,1,0,0
Guangdong,23.3790333,113.7632828,China,28,1331,5,606
Henan,34.2904302,113.3823545,China,28,1262,19,573
Zhejiang,29.1416432,119.7889248,China,28,1174,0,604
Hunan,27.6252995,111.8568586,China,28,1008,4,561
Anhui,30.6006773,117.9249002,China,28,986,6,413
Jiangxi,27.0874564,114.9042208,China,28,934,1,362
Jiangsu,33.1401715,119.7889248,China,28,631,0,318
Chongqing,29.4315861,106.912251,China,28,560,5,274
Shandong,35.8939566,117.9249002,China,28,544,3,231
Sichuan,30.2638032,102.8054753,China,28,514,3,188
Heilongjiang,47.1216472,128.738231,China,28,470,12,120
Beijing,39.9041999,116.4073963,China,28,393,4,145
Shanghai,31.230416,121.473701,China,28,333,2,186
Hebei,37.8956594,114.9042208,China,28,306,4,152
Fujian,26.4836842,117.9249002,China,28,293,0,112
Guangxi,23.7247599,108.8076195,China,28,244,2,86
Shaanxi,35.3939908,109.1880047,China,28,242,0,102
Yunnan,24.4752847,101.3431058,China,28,172,1,60
Hainan,19.5663947,109.949686,China,28,168,4,84
Guizhou,26.8429645,107.2902839,China,28,146,2,70
Shanxi,37.2425649,111.8568586,China,28,131,0,68
Tianjin,39.3433574,117.3616476,China,28,130,3,54
Liaoning,41.9436543,122.5290376,China,28,121,1,55
Gansu,35.7518326,104.2861116,China,28,91,2,65
Jilin,43.837883,126.549572,China,28,90,1,37
Tokyo,35.6803997,139.7690174,Japan,28,84,1,18
Singapore,1.352083,103.819836,Singapore,28,84,0,34
Xinjiang,42.5246357,87.5395855,China,28,76,1,20
Inner Mongolia,43.37822,115.0594815,China,28,75,0,10
Ningxia,37.198731,106.1580937,China,28,71,0,42
Hong Kong,22.3193039,114.1693611,Hong Kong,28,63,2,5
Bangkok,13.7563309,100.5017651,Thailand,26,35,0,15
Seoul,37.566535,126.9779692,South Korea,27,31,0,12
Taiwan,23.69781,120.960515,Taiwan,28,23,1,2
Kuala Lumpur,3.139003,101.686855,Malaysia,28,22,0,15
Qinghai,35.744798,96.4077358,China,28,18,0,16
Berlin,52.5200066,13.404954,Germany,27,16,0,12
Ho Chi Minh City,10.8230989,106.6296638,Vietnam,22,16,0,7
Paris,48.856614,2.3522219,France,24,12,1,4
Macau,22.198745,113.543873,Macau,25,10,0,5
Manchester,53.4807593,-2.2426305,UK,25,9,0,8
Dubai,25.2048493,55.2707828,United Arab Emirates,25,9,0,4
Queensland,-20.9175738,142.7027956,Australia,18,5,0,0
British Columbia,53.7266683,-127.6476205,Canada,26,5,0,0
New South Wales,-31.2532183,146.921099,Australia,22,4,0,4
Victoria,28.8052674,-97.0035982,Australia,22,4,0,4
Mumbai,19.0759837,72.8776559,India,25,3,0,3
Rome,41.9027835,12.4963655,Italy,16,3,0,0
Quezon City,14.6760413,121.0437003,Philippines,21,3,1,1
South Australia,-30.0002315,136.2091547,Australia,26,2,0,2
Ontario,51.253775,-85.323214,Canada,13,2,0,0
Tehran,35.6891975,51.3889736,Iran,28,2,2,0
Moscow,55.755826,37.6172999,Russia,21,2,0,2
Madrid,40.4167754,-3.7037902,Spain,24,2,0,2
Illinois,40.6331249,-89.3985283,US,18,2,0,2
California,36.778261,-119.4179324,US,12,2,0,0
California,36.778261,-119.4179324,US,22,2,0,0
California,36.778261,-119.4179324,US,12,2,0,0
Brussels,50.8503463,4.3517211,Belgium,26,1,0,1
Phnom Penh,11.5563738,104.9282099,Cambodia,21,1,0,1
Ontario,51.253775,-85.323214,Canada,21,1,0,1
Cairo,30.0444196,31.2357116,Egypt,23,1,0,0
Helsinki,60.1698557,24.9383791,Finland,21,1,0,1
Tibet,30.1533605,88.7878678,China,21,1,0,1
Kathmandu,27.7172453,85.3239605,Nepal,21,1,0,1
Colombo,6.9270786,79.861243,Sri Lanka,17,1,0,1
Stockholm,59.3293235,18.0685808,Sweden,10,1,0,0
Massachusetts,42.4072107,-71.3824374,US,10,1,0,0
California,36.778261,-119.4179324,US,10,1,0,0
Wisconsin,43.7844397,-88.7878678,US,14,1,0,0
California,36.778261,-119.4179324,US,10,1,0,0
Texas,31.9685988,-99.9018131,US,22,1,0,0
Washington,47.7510741,-120.7401385,US,18,1,0,1
Arizona,34.0489281,-111.0937311,US,10,1,0,0
Guangdong,23.3790333,113.7632828,China,29,1332,5,642
Henan,34.2904302,113.3823545,China,29,1265,19,637
Zhejiang,29.1416432,119.7889248,China,29,1175,1,633
Hunan,27.6252995,111.8568586,China,29,1010,4,634
Anhui,30.6006773,117.9249002,China,29,987,6,474
Jiangxi,27.0874564,114.9042208,China,29,934,1,433
Jiangsu,33.1401715,119.7889248,China,29,631,0,356
Chongqing,29.4315861,106.912251,China,29,567,6,299
Shandong,35.8939566,117.9249002,China,29,546,4,254
Sichuan,30.2638032,102.8054753,China,29,520,3,217
Heilongjiang,47.1216472,128.738231,China,29,476,12,136
Beijing,39.9041999,116.4073963,China,29,395,4,153
Shanghai,31.230416,121.473701,China,29,334,2,199
Hebei,37.8956594,114.9042208,China,29,307,5,169
Fujian,26.4836842,117.9249002,China,29,293,1,126
Guangxi,23.7247599,108.8076195,China,29,245,2,90
Shaanxi,35.3939908,109.1880047,China,29,245,1,118
Yunnan,24.4752847,101.3431058,China,29,174,2,79
Hainan,19.5663947,109.949686,China,29,168,4,86
Guizhou,26.8429645,107.2902839,China,29,146,2,72
Shanxi,37.2425649,111.8568586,China,29,132,0,76
Tianjin,39.3433574,117.3616476,China,29,131,3,59
Liaoning,41.9436543,122.5290376,China,29,121,1,59
Seoul,37.566535,126.9779692,South Korea,29,104,1,16
Tokyo,35.6803997,139.7690174,Japan,29,94,1,18
Gansu,35.7518326,104.2861116,China,29,91,2,71
Jilin,43.837883,126.549572,China,29,91,1,43
Singapore,1.352083,103.819836,Singapore,28,84,0,34
Xinjiang,42.5246357,87.5395855,China,29,76,1,22
Inner Mongolia,43.37822,115.0594815,China,29,75,0,16
Ningxia,37.198731,106.1580937,China,29,71,0,44
Hong Kong,22.3193039,114.1693611,Hong Kong,29,68,2,6
Bangkok,13.7563309,100.5017651,Thailand,26,35,0,15
Taiwan,23.69781,120.960515,Taiwan,29,24,1,2
Kuala Lumpur,3.139003,101.686855,Malaysia,28,22,0,15
Qinghai,35.744798,96.4077358,China,28,18,0,16
Berlin,52.5200066,13.404954,Germany,27,16,0,12
Ho Chi Minh City,10.8230989,106.6296638,Vietnam,22,16,0,7
Paris,48.856614,2.3522219,France,24,12,1,4
Macau,22.198745,113.543873,Macau,29,10,0,6
Manchester,53.4807593,-2.2426305,UK,25,9,0,8
Dubai,25.2048493,55.2707828,United Arab Emirates,25,9,0,4
Queensland,-20.9175738,142.7027956,Australia,18,5,0,0
British Columbia,53.7266683,-127.6476205,Canada,26,5,0,0
Tehran,35.6891975,51.3889736,Iran,29,5,2,0
New South Wales,-31.2532183,146.921099,Australia,22,4,0,4
Victoria,28.8052674,-97.0035982,Australia,22,4,0,4
Mumbai,19.0759837,72.8776559,India,25,3,0,3
Rome,41.9027835,12.4963655,Italy,16,3,0,0
Quezon City,14.6760413,121.0437003,Philippines,21,3,1,1
South Australia,-30.0002315,136.2091547,Australia,26,2,0,2
Ontario,51.253775,-85.323214,Canada,13,2,0,0
Moscow,55.755826,37.6172999,Russia,21,2,0,2
Madrid,40.4167754,-3.7037902,Spain,24,2,0,2
Illinois,40.6331249,-89.3985283,US,18,2,0,2
California,36.778261,-119.4179324,US,12,2,0,0
California,36.778261,-119.4179324,US,22,2,0,0
California,36.778261,-119.4179324,US,12,2,0,0
Brussels,50.8503463,4.3517211,Belgium,26,1,0,1
Phnom Penh,11.5563738,104.9282099,Cambodia,21,1,0,1
Ontario,51.253775,-85.323214,Canada,21,1,0,1
Cairo,30.0444196,31.2357116,Egypt,23,1,0,0
Helsinki,60.1698557,24.9383791,Finland,21,1,0,1
Tibet,30.1533605,88.7878678,China,21,1,0,1
Kathmandu,27.7172453,85.3239605,Nepal,21,1,0,1
Colombo,6.9270786,79.861243,Sri Lanka,17,1,0,1
Stockholm,59.3293235,18.0685808,Sweden,10,1,0,0
Massachusetts,42.4072107,-71.3824374,US,10,1,0,0
California,36.778261,-119.4179324,US,10,1,0,0
Wisconsin,43.7844397,-88.7878678,US,14,1,0,0
California,36.778261,-119.4179324,US,10,1,0,0
Texas,31.9685988,-99.9018131,US,22,1,0,0
Washington,47.7510741,-120.7401385,US,18,1,0,1
Arizona,34.0489281,-111.0937311,US,10,1,0,0
Guangdong,23.3790333,113.7632828,China,30,1333,5,690
Henan,34.2904302,113.3823545,China,30,1267,19,736
Zhejiang,29.1416432,119.7889248,China,30,1203,1,679
Hunan,27.6252995,111.8568586,China,30,1011,4,661
Anhui,30.6006773,117.9249002,China,30,988,6,539
Jiangxi,27.0874564,114.9042208,China,30,934,1,489
Shandong,35.8939566,117.9249002,China,30,749,4,281
Jiangsu,33.1401715,119.7889248,China,30,631,0,373
Chongqing,29.4315861,106.912251,China,30,572,6,316
Sichuan,30.2638032,102.8054753,China,30,525,3,231
Heilongjiang,47.1216472,128.738231,China,30,479,12,175
Beijing,39.9041999,116.4073963,China,30,396,4,169
Shanghai,31.230416,121.473701,China,30,334,2,211
Hebei,37.8956594,114.9042208,China,30,308,5,184
Fujian,26.4836842,117.9249002,China,30,293,1,149
Guangxi,23.7247599,108.8076195,China,30,246,2,97
Shaanxi,35.3939908,109.1880047,China,30,245,1,134
Seoul,37.566535,126.9779692,South Korea,30,204,2,16
Yunnan,24.4752847,101.3431058,China,30,174,2,96
Hainan,19.5663947,109.949686,China,30,168,4,95
Guizhou,26.8429645,107.2902839,China,30,146,2,77
Shanxi,37.2425649,111.8568586,China,30,132,0,78
Tianjin,39.3433574,117.3616476,China,30,132,3,62
Liaoning,41.9436543,122.5290376,China,30,121,1,61
Tokyo,35.6803997,139.7690174,Japan,30,105,1,22
Gansu,35.7518326,104.2861116,China,30,91,2,76
Jilin,43.837883,126.549572,China,30,91,1,45
Singapore,1.352083,103.819836,Singapore,30,85,0,37
Xinjiang,42.5246357,87.5395855,China,30,76,1,24
Inner Mongolia,43.37822,115.0594815,China,30,75,0,17
Ningxia,37.198731,106.1580937,China,30,71,0,48
Hong Kong,22.3193039,114.1693611,Hong Kong,30,68,2,5
Bangkok,13.7563309,100.5017651,Thailand,30,35,0,17
Taiwan,23.69781,120.960515,Taiwan,30,26,1,2
Kuala Lumpur,3.139003,101.686855,Malaysia,28,22,0,15
Rome,41.9027835,12.4963655,Italy,30,20,1,0
Tehran,35.6891975,51.3889736,Iran,30,18,4,0
Qinghai,35.744798,96.4077358,China,30,18,0,18
Berlin,52.5200066,13.404954,Germany,30,16,0,14
Ho Chi Minh City,10.8230989,106.6296638,Vietnam,30,16,0,14
